2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00
2.000000000000000000e+00, 5.118209330575255178e-01, 1.711646128833299585e-01, 2.871398655473904604e-01, 3.717214505754984355e-02, 4.490424433021273920e-01, 2.000000000000000000e+00, 6.035268946791161326e-01, 6.400741309536807089e-01, 5.192608810046380752e-01, 7.187937235301544714e-01, 1.458220566931813789e-01, 6.588454724407923901e-01, 1.859804047657106496e-01, 6.435161061003655814e-01, 4.550751959836120131e-01, 6.325395907522683991e-01, 6.365974732292676297e-01, 3.933922400619720428e-01, 5.610959015817703621e-01, 2.078598382309466697e-01, 2.561454277664663159e-01, 6.740357638023597442e-02, 8.912542209142182426e-02, 8.597631893788613144e-01, 4.756316726754044044e-01, 9.785479999641163440e-01, 3.712428520551668276e-01, 9.013940750705252691e-01, 4.911813076770541464e-01, 8.594018514425327826e-01, 2.647683203947037711e-02, 7.474156932701042644e-01, 6.916303461859847346e-01, 7.439543660121561430e-02, 9.508598172394044923e-02, 9.951447320904593941e-02, 4.005062794990413844e-01, 5.883807867610216791e-01, 6.359540798533348527e-01, 1.751218245599496237e-01, 9.659405068684017159e-01, 8.783682778332396746e-01, 9.957986448630969933e-01, 9.876834197486670242e-01, 6.534695223205460035e-01, 1.556414246363861942e-01, 8.057638174619706772e-01, 9.653774983163095902e-01, 2.466483304336489768e-01, 8.440892034768765484e-01, 8.286567048647659472e-01, 1.464730781060138431e-01, 3.165960721430155500e-01, 1.349294491075447855e-02, 5.923991565789916702e-01, 8.380864836069532586e-01, 3.370694369821294334e-01, 3.300261483364950177e-01, 4.654405122622869984e-01, 6.121406249758779561e-01, 8.972462600548594125e-01, 9.967808305665550872e-01, 2.000000000000000000e+00
2.000000000000000000e+00, 7.123931062392772073e-01, 2.591511573957447911e-01, 9.056016762041853019e-01, 5.915582491674462595e-01, 9.745646231916176294e-01, 2.000000000000000000e+00, 9.556723417227922512e-01, 3.157443551226578604e-01, 9.501746572837387328e-01, 1.832986171785998541e-01, 9.070916861032830569e-01, 6.570062542057989452e-01, 9.040983815700998072e-02, 8.485589622189483316e-01, 9.288657926682722943e-01, 6.452946896326694493e-02, 3.245558657237672673e-01, 1.385121796034889385e-01, 7.875341262953199362e-01, 9.661738021601219417e-01, 2.944167361908289759e-02, 4.030309380447105738e-01, 5.108992909953127270e-01, 4.315366761497917425e-01, 8.043269480930689275e-01, 5.764395612608032016e-01, 2.959980362303304968e-01, 6.495380012954411475e-01, 3.595985516548196870e-01, 4.784580054109685010e-01, 5.427173231088036065e-01, 6.956474415021942637e-01, 6.728917301319937705e-01, 6.035755679512366800e-01, 3.444433546964207338e-01, 9.725711922662343412e-01, 9.417573100475410408e-01, 6.051169131293909764e-01, 2.002750462715039426e-01, 9.766040099287233156e-01, 9.558433306240233795e-01, 9.307904430090963022e-02, 6.424861054139687777e-01, 9.183111414435043418e-01, 3.903180184053166579e-01, 8.708903290558444032e-01, 5.207719866637582351e-01, 1.054494389542859345e-02, 6.937334654319519123e-01, 4.586012308849581887e-01, 8.597284236795876833e-02, 9.904077744766847102e-01, 9.676028219262334806e-01, 4.725449710112028523e-02, 3.882572424774438646e-01, 1.732505133817690002e-01, 2.338916113545721487e-01, 8.232519956274257922e-01, 5.016447170189659577e-01, 7.981055470237963245e-02, 7.306979154046039371e-01, 9.016104695771169908e-01, 2.000000000000000000e+00
2.000000000000000000e+00, 6.538258859074568274e-01, 9.137340163113135683e-01, 1.623488936920099990e-01, 2.833563440692052904e-01, 7.414960643811067120e-01, 2.000000000000000000e+00, 8.523280794293015550e-01, 1.611996521017632356e-01, 7.299651107228836144e-01, 9.620055619522253076e-01, 9.993867426851412716e-01, 9.399261384430038779e-01, 8.986268563453951863e-01, 5.347446712949377456e-02, 6.346426243032146086e-01, 8.554879319679484784e-01, 8.045298247490400012e-01, 2.521131836500437595e-01, 2.266040099538968455e-01, 4.964738187020280025e-01, 2.090311666968956983e-01, 6.895706204398953654e-01, 6.726593765161784644e-01, 5.167999825170193073e-01, 1.624645331812935023e-02, 4.916902330797701115e-02, 7.353573440451214305e-01, 3.345687407944551994e-01, 3.425590945297837253e-01, 6.126438939598982669e-01, 8.135196480601902813e-01, 4.288497110155283787e-01, 9.613694572160282892e-01, 8.451779877727001455e-01, 8.006467671700856492e-01, 1.466402797259211965e-01, 3.254652374339429555e-01, 7.451957446693739939e-01, 8.720818775717681381e-01, 6.981413771393619738e-01, 9.410325853889069947e-01, 8.451165365845313415e-01, 5.290031304582026861e-01, 3.038399689255780745e-01, 9.887089688114300001e-01, 4.749908853492869065e-01, 5.824808073216193316e-01, 6.658202485455023689e-01, 9.581972146974953031e-01, 7.009868888023423894e-01, 4.618472591525497606e-01, 3.192963588332595748e-01, 2.583789551283260932e-01, 4.465519704370187748e-01, 5.732745659489657530e-02, 9.884502165349092762e-01, 9.144205709701959117e-01, 1.842157469954495141e-01, 8.476707725915033631e-02, 6.092777348406615001e-01, 5.176396942567447201e-01, 8.722236227909034856e-01, 2.000000000000000000e+00
2.000000000000000000e+00, 2.850198772219573184e-01, 5.490604677046950766e-02, 9.404560539926285490e-01, 9.672909129311527687e-01, 5.464599026716759900e-01, 2.000000000000000000e+00, 1.530038971240186285e-01, 9.937392321247715543e-01, 5.482246185281756112e-01, 7.432855998309996215e-01, 3.680546673346092312e-01, 6.893751462708765931e-01, 7.347690319115243174e-01, 2.678573121278896574e-01, 8.875321669721903950e-01, 2.567308066200044703e-01, 4.048662462008923990e-01, 5.613390149324642975e-01, 9.227543324677616177e-01, 7.392903344429818668e-01, 4.953853793290614593e-01, 1.541484392297985950e-01, 7.542770276284782582e-01, 6.524639172971150591e-01, 5.040596370155108197e-01, 7.526431022912198898e-01, 1.427771302444272861e-01, 7.692610377022612855e-02, 9.063274972662598294e-01, 6.189401326256125380e-01, 4.056091558592008761e-01, 1.546233707729050000e-02, 1.503079332648357136e-01, 3.529990471458932522e-02, 5.070388080549181886e-02, 8.193516545274540652e-01, 4.618494108755443195e-01, 6.516303121126066911e-01, 2.817117440018279684e-01, 2.253972417054882493e-01, 9.514733143523680381e-01, 1.657660376470809771e-01, 7.000525812103752799e-01, 7.218602089310398595e-01, 6.358950118276885943e-01, 4.557791590839296303e-01, 5.185958215249160119e-01, 3.950699141385615176e-01, 8.695688197673245856e-01, 4.950199557607164458e-01, 1.019594201407690859e-01, 1.936888954709181654e-02, 2.106838973644744595e-01, 4.058000661383047714e-01, 9.944099214429800160e-01, 4.651998014961155059e-01, 1.587653685361121170e-01, 8.824352317490034014e-01, 8.623506797571635074e-01, 1.160785795294484446e-01, 9.657772732202272170e-01, 5.137764741712513850e-01, 2.000000000000000000e+00
2.000000000000000000e+00, 9.606928948294898296e-01, 1.531337840562542185e-01, 2.183221313085712545e-01, 5.743981841974682423e-01, 7.976827328152268359e-01, 2.000000000000000000e+00, 2.470668079796189964e-02, 9.421753209253161954e-01, 3.104717408595286665e-01, 1.035061929914981027e-01, 4.896767865259404884e-01, 5.851428917043274280e-01, 3.076615559568049996e-01, 9.738618635492870546e-01, 3.252204753924528013e-01, 1.098096393628680278e-01, 9.680982910609866599e-01, 2.291764355386675112e-01, 8.335113825215562100e-01, 2.990406939983590862e-01, 3.658126165172825850e-01, 7.485611140911344608e-01, 8.706618867947858442e-01, 6.359241331686880105e-01, 3.177499813235128423e-01, 7.953038163503810543e-01, 6.036473428243493977e-01, 5.929307632025573316e-01, 3.018178563958199279e-01, 9.174991152639609959e-01, 9.511922096961377138e-01, 2.495521919220605733e-01, 1.855206651247885974e-01, 5.914612934303618008e-01, 7.337595430065725344e-01, 2.914218817366138747e-01, 4.914812926248925962e-01, 7.152497592447020214e-01, 9.137803172415183139e-01, 9.032758736749106898e-01, 2.752543772382609610e-01, 9.207104496124556281e-01, 1.270882822098695630e-01, 2.320238722351551930e-01, 7.963105935711465300e-01, 8.163037812304813068e-01, 2.191255863039953677e-01, 6.871814625884903327e-01, 3.783931192296872137e-01, 8.158267040308136986e-01, 2.360420038755951522e-01, 4.877830985844938683e-01, 4.299828487201788896e-01, 3.083461196649743830e-01, 9.935361069852949312e-01, 5.812665828163781079e-01, 5.501231330327847058e-01, 8.802240841504436197e-01, 4.595264896002784205e-01, 6.104211731261643958e-02, 7.718918874841902422e-01, 1.846071686130872358e-01, 2.000000000000000000e+00
2.000000000000000000e+00, 3.009219566694748549e-01, 3.342709619776997876e-01, 3.137861436616193878e-01, 6.000620485726346764e-01, 1.340865535957846966e-02, 1.913339277641310510e-01, 1.340330897319876868e-01, 8.058919400308772740e-01, 9.612407101620601413e-01, 5.294112257407113109e-02, 9.946360407661246628e-01, 6.235849260596103560e-01, 1.603331400653140726e-01, 7.659919554839945688e-01, 7.399829143593292802e-01, 9.837476955203614537e-01, 1.309200531218784880e-01, 8.047020193231404495e-01, 5.850176714301454917e-01, 2.518081155548145267e-01, 8.144341026851191767e-01, 2.067326554982102937e-01, 5.723198116744692143e-01, 4.320542229609748430e-01, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 4.010430832282266822e-01, 1.169135979191071595e-01, 6.625798240983873377e-01, 5.252595832287284550e-01, 9.027254746551102160e-01, 9.950713710214031948e-01, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 3.044815591579941305e-01, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 3.158963593415442528e-02, 8.148079655767580531e-01, 7.155818416027055484e-01, 3.297197401321017018e-02, 7.866284242284560246e-02, 4.644180153242072340e-01, 4.504574234374573161e-01, 6.835014972238154796e-01, 8.015709461481457243e-02, 2.000000000000000000e+00
2.000000000000000000e+00, 2.870357602342517023e-01, 3.207153863741095678e-01, 9.593961537498157943e-01, 7.621189999362998346e-01, 4.117217029531001771e-01, 5.707477948252891453e-01, 4.709836132398691477e-01, 3.225852742007219165e-01, 5.437255763314833290e-01, 6.232549228945416520e-01, 6.478458212043649578e-01, 2.000000000000000000e+00, 6.467262733480078074e-01, 3.905309334747947281e-01, 6.552610584925596671e-01, 4.931568234586618527e-01, 9.241914001660673783e-01, 4.766836534440742623e-01, 5.207007283373662476e-01, 1.257257894126206921e-02, 3.903564888931700949e-01, 2.812308822786833140e-01, 6.616750483098277069e-02, 8.148583727409165478e-01, 1.118267421537008088e-01, 7.584545953875954094e-02, 2.091224100733213298e-01, 5.202357088081613901e-01, 1.509947882111229989e-01, 2.000000000000000000e+00, 7.385707367902042408e-01, 9.478946214595940223e-01, 4.086738391287803029e-02, 2.523713018988975598e-01, 9.074904606720990419e-01, 8.504129702676370695e-01, 4.572524937628565933e-01, 9.165475973529337850e-01, 8.076589164977021618e-01, 6.212145333487264498e-01, 6.387130090139523375e-01, 2.000000000000000000e+00, 7.071278425064844164e-01, 4.547659629697519135e-01, 2.636609492840913394e-02, 4.028912109124181962e-01, 6.088351528319674300e-01, 1.050506700037244778e-01, 7.076291913873544726e-01, 6.504835113229385790e-01, 7.923155132447868843e-01, 6.958847061743504980e-01, 5.513307572718469940e-01, 2.368006372601898502e-01, 9.474706312221148341e-01, 1.518711202393308035e-01, 6.424562072679892433e-01, 8.852197984376289908e-01, 7.214438586489771987e-01, 2.000000000000000000e+00, 7.625097504948066263e-01, 6.701844406312401636e-01, 2.000000000000000000e+00
2.000000000000000000e+00, 7.980115077962852688e-01, 7.018083199302043163e-01, 6.802687643400128215e-01, 7.415694385306600411e-01, 2.021113224232915506e-01, 1.502106607639895897e-01, 8.374692495858693242e-02, 8.113995257834147878e-01, 9.029555324798869131e-01, 8.026296736437658064e-01, 6.558235491874456757e-01, 2.000000000000000000e+00, 4.348585656321979354e-01, 5.987067723556216414e-01, 1.213482481432307525e-01, 1.241842084202782193e-02, 5.420104383389279246e-02, 5.457801690638700576e-01, 6.935518548409432826e-01, 7.505684927254734351e-01, 6.127005289127840371e-02, 4.951397699456336898e-01, 2.903182302970552797e-02, 1.128950434352796739e-01, 2.744572084163805492e-01, 2.363759805035527961e-01, 2.339202718190090957e-01, 4.479338493575849567e-01, 3.438067794222952056e-01, 2.000000000000000000e+00, 6.106525267972144899e-01, 2.795120383601802372e-01, 6.231719241517968966e-01, 5.444864880202978652e-01, 5.722936616025221523e-01, 4.847928044722222829e-01, 8.188167193569130253e-01, 8.310311362552670333e-01, 6.958990246201390839e-03, 7.543267198281176089e-01, 5.095295450369279333e-01, 2.000000000000000000e+00, 3.390180599818596319e-01, 6.372523022002912763e-01, 9.582290381085118991e-01, 7.493930625192658512e-01, 8.007819802563287404e-01, 1.690747212406340516e-02, 8.908074815448022710e-01, 4.231392258113044758e-01, 2.239774739108064683e-01, 8.005585541172363095e-01, 1.461332553206226015e-01, 2.084593911974351732e-01, 8.527237651299479637e-01, 4.311238578220235595e-01, 4.711667034071164162e-01, 4.410205875292080302e-01, 8.924630662820309812e-02, 2.000000000000000000e+00, 4.122617573100950672e-02, 7.766918357449035248e-01, 2.000000000000000000e+00
2.000000000000000000e+00, 9.633456766764604273e-01, 2.855221997986864269e-01, 3.996636472895709336e-01, 2.839703632159584767e-01, 6.560295688473403164e-01, 2.675614208185065346e-01, 7.677956752060149936e-01, 4.832995894091381972e-01, 2.890382907580147931e-01, 2.268007447154027911e-01, 3.569065842679721712e-01, 2.000000000000000000e+00, 5.353272664118482460e-01, 7.578659759226102910e-01, 1.359663171857019570e-01, 1.419613488576979554e-01, 8.412613481138311311e-01, 2.108532103424217707e-01, 3.435867159096578360e-01, 8.441030231664643502e-01, 6.696924734479520191e-01, 8.036021064684406578e-01, 4.296511556464809312e-01, 2.933001863967646949e-01, 5.553532200080152359e-01, 2.831047099674313117e-01, 2.816625119857502080e-01, 8.901878906459524954e-01, 8.828830074497121538e-01, 2.000000000000000000e+00, 8.942682269405000106e-01, 9.715231718271816197e-01, 9.996080628862791251e-01, 3.393944032915865439e-01, 5.475653910177739059e-01, 1.679299532716389542e-01, 1.138633253182884664e-01, 5.407834628287758738e-01, 5.826089526388157358e-01, 1.101151897267971247e-02, 9.052851448170448068e-01, 2.000000000000000000e+00, 4.118240094145186880e-03, 8.491609930814627560e-01, 4.021810692494391937e-01, 7.871360278253758391e-01, 3.873888329568178079e-01, 8.825028406450041718e-02, 7.611499488942174985e-01, 5.440067251018586569e-01, 6.826041721681822549e-01, 6.399048592929553747e-01, 9.064727233258198513e-01, 4.830849726312647086e-03, 9.396631593788884462e-01, 7.793782615949849113e-01, 4.229880202400524425e-01, 4.372884007587363175e-02, 8.014367919834205489e-01, 2.000000000000000000e+00, 3.121649903414841498e-01, 6.440131099099688505e-03, 2.000000000000000000e+00
